country,code,indicator,ind_code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Hungary,HUN,CO2 emissions (kt),EN.ATM.CO2E.KT,45371.791,48976.452,50560.596,56281.116,62401.339,61293.905,61733.945,58829.681,61154.559,62419.674,70003.03,69280.631,69430.978,73068.642,74102.736,75389.853,80013.94,83204.23,88187.683,86229.505,86860.229,86618.207,86871.23,89137.436,90853.592,86104.827,83537.927,84436.342,78264.781,76090.25,69647.331,66585.386,60395.49,61917.295,58884.686,60369.821,62063.975,60886.868,59163.378,58800.345,55826.408,56977.846,56064.763,59053.368,57458.223,58019.274,57388.55,56035.427,54843.652,48510.743,50223.232,47843.349,44583.386,42141.164,42086.159,,,
IBRD only,IBD,CO2 emissions (kt),EN.ATM.CO2E.KT,2555413.249,2274910.285,2200312.035,2271035.556,2382618.292,2555902.857,2739171.352,2707040.44,2949489.85,3263188.723,3700374.806,4002560.008,4223381.492,4484385.452,4618106.259,4996772.814,5310350.011,5665492.888,6098197.039,6316137.805,6370142.245,6313700.891,6678105.146,6911877.563,7236114.185,7671078.421,7996779.402,8433108.53,8832215.321,9092451.184,9008082.026,9347888.289,9655081.02,9715736.578,9633765.629,10014023.23,10292569.87,10283261.18,10134274.29,10306416.96,10510284.27,10720015.06,11154045.17,12204318.67,13173559.82,14066019.91,15013501.07,15751822.19,16749154.51,17161750.68,18258304.7,19728658.02,20440144.03,20545958.98,20784534,,,
IDA & IBRD total,IBT,CO2 emissions (kt),EN.ATM.CO2E.KT,2646764.144,2365642.325,2296576.156,2373491.276,2495119.877,2682994.297,2873778.042,2846524.017,3106707.99,3429130.345,3887900.851,4213158.885,4441075.289,4726698.514,4887969.75,5248134.427,5580413.173,5936382.23,6374719.397,6644716.981,6710905.938,6663220.885,7031760.198,7271048.94,7621925.687,8072921.672,8407514.098,8850849.477,9288146.042,9511355.263,9423883.772,9774794.078,10105390.07,10165272.03,10069790.95,10448079.96,10754259.72,10746189.46,10614995.35,10802423.4,11049625.11,11279397.14,11727213.35,12812844.56,13810068.84,14707003.84,15676787.45,16454110.75,17464977.12,17847871.21,18984137.53,20490771.88,21209667.2,21340064.97,21583850.66,,,
IDA total,IDA,CO2 emissions (kt),EN.ATM.CO2E.KT,85089.59275,86886.46641,94106.0118,100790.9936,111665.672,126517.3528,133910.996,139121.085,157087.1111,165393.9833,186872.429,210328.8028,217154.2011,242085.7905,270258.6578,250531.3736,269271.4376,269511.1096,274572.7529,327865.5233,340334.1713,349458.8248,353093.8494,358378.0453,385284.0751,401062.4786,409667.843,416138.9857,454823.1799,416201.7569,413148.7927,424036.807,447583.0598,446752.5194,433158.4726,430902.3421,458589.1891,459845.4858,477905.6804,493207.9692,536791.8016,556866.5312,570470.2176,605409.7813,632966.0723,636860.2191,658697.9109,697553.9162,710403.1145,679978.2344,719246.6922,754721.3295,761614.1181,786376.87,791454.792,,,
IDA blend,IDB,CO2 emissions (kt),EN.ATM.CO2E.KT,45870.45372,48702.05744,53479.91168,60768.81074,66943.38595,77369.16,82273.83006,83888.61897,81617.1939,92270.7805,113430.5456,134027.4797,143923.9246,164494.0572,193493.2539,168172.5597,186625.3757,179375.5766,181365.5861,226231.2565,236502.922,239317.077,243357.3994,241896.719,260905.6657,274815.6316,283981.7363,273730.1718,306608.8821,268611.0899,264550.6664,270715.0058,293569.9642,294960.3522,282065.3292,274320.9782,293492.9242,290851.5539,300804.3839,309190.7346,347978.5235,359666.587,377055.608,387407.549,403131.645,403344.331,410538.985,425474.676,427278.84,393707.455,411125.705,436097.975,445316.813,452614.143,438243.17,,,
Indonesia,IDN,CO2 emissions (kt),EN.ATM.CO2E.KT,21404.279,26024.699,22995.757,22783.071,22394.369,24689.911,23395.46,24561.566,27586.841,33391.702,35822.923,38987.544,43340.273,49134.133,51260.993,53963.572,61810.952,82434.16,93933.872,95096.311,94784.616,100160.438,105407.915,104956.874,112184.531,121245.688,121740.733,123372.548,132162.347,130966.905,149565.929,179730.671,202576.081,218600.871,221413.46,224941.114,253290.691,278658.997,214200.471,241988.997,263418.945,294907.474,306737.216,316792.13,337635.358,341991.754,345119.705,375544.804,416560.199,446409.579,428760.308,603665.207,637078.911,490226.562,464176.194,,,
IDA only,IDX,CO2 emissions (kt),EN.ATM.CO2E.KT,35696.22025,35173.0454,37594.62458,37881.36766,42229.43546,46789.87978,49258.37716,52275.42952,68118.44098,67323.50114,69699.02311,74036.03715,72590.45656,78279.78944,80947.07483,82357.36366,84678.64651,89601.51806,92185.58765,103761.3435,106616.9593,111780.7187,111929.6312,116940.0984,125165.3233,128182.991,128796.16,140463.8912,148662.8374,143858.2199,144169.1842,148489.8482,151686.0151,149411.8393,148901.8497,154549.6955,162897.5421,166870.5613,174929.2562,181805.0578,186134.8226,194452.6274,190396.9935,215106.3189,226852.6365,230570.3009,245271.974,269245.277,280383.2495,284014.544,305862.3943,316140.4222,313665.7345,331186.5368,350958.1977,,,
Isle of Man,IMN,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,CO2 emissions (kt),EN.ATM.CO2E.KT,120581.961,130402.187,143467.708,154083.673,150647.694,165972.087,171765.947,172238.99,187336.029,190724.337,195143.072,205869.047,217849.136,224343.393,231992.755,252201.592,263785.645,279051.366,283096.067,296891.321,314016.211,338838.134,349637.449,378669.088,388118.947,426673.785,457571.927,488481.07,527563.956,579008.299,619154.615,658189.83,699087.881,723697.118,764730.848,811562.105,882324.204,917685.085,936221.77,995766.516,1031853.463,1041152.975,1054258.833,1099597.621,1154320.262,1222563.132,1303717.509,1407607.286,1568379.567,1738645.711,1719690.988,1841776.419,2018503.817,2034752.294,2238377.137,,,
Not classified,INX,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,CO2 emissions (kt),EN.ATM.CO2E.KT,11180.683,12365.124,13120.526,13461.557,14231.627,13732.915,15111.707,16413.492,17821.62,18514.683,19413.098,22497.045,22053.338,22860.078,23303.785,22053.338,22295.36,23567.809,23571.476,27388.823,26255.72,26039.367,25547.989,25709.337,25529.654,26725.096,28525.593,30197.745,29842.046,30018.062,31217.171,31400.521,31033.821,31261.175,32672.97,32969.997,34906.173,36416.977,38554.838,40153.65,41228.081,44029.669,43413.613,42687.547,43761.978,43538.291,43160.59,44638.391,42999.242,40314.998,40054.641,35632.239,35591.902,34854.835,34066.43,,,
"Iran, Islamic Rep.",IRN,CO2 emissions (kt),EN.ATM.CO2E.KT,37392.399,36541.655,37462.072,41341.758,47560.99,53765.554,64161.499,67942.176,82404.824,83116.222,91873.018,101722.58,106115.646,129595.447,143911.415,139349.667,156643.239,163969.905,162470.102,164028.577,120900.99,112899.596,138007.545,149785.949,150658.695,160768.614,148399.823,159573.172,176115.009,191204.714,210463.798,227401.671,228468.768,237214.563,265230.443,272942.144,276059.094,269293.479,308508.377,382339.755,372237.17,398437.885,401760.187,418437.703,447036.636,468807.615,509338.966,519324.207,541582.897,554278.051,573031.089,589055.879,611758.276,619778.005,649480.705,,,
Iraq,IRQ,CO2 emissions (kt),EN.ATM.CO2E.KT,8265.418,8720.126,9031.821,9394.854,9075.825,19314.089,27704.185,18393.672,19717.459,22625.39,23908.84,28862.957,29552.353,30645.119,30942.146,33157.014,48800.436,43710.64,42317.18,52991.817,45558.808,32122.92,30623.117,38749.189,40204.988,44675.061,47751.674,52881.807,67927.508,73251.992,47693.002,45643.149,59112.04,63362.093,71334.151,74348.425,69500.651,68308.876,72371.912,72283.904,72445.252,85342.091,87259.932,91117.616,114084.037,113522.986,98770.645,62155.65,93149.134,104546.17,112195.532,134384.549,152723.216,165506.378,168443.645,,,
Iceland,ISL,CO2 emissions (kt),EN.ATM.CO2E.KT,1213.777,1092.766,1199.109,1305.452,1309.119,1397.127,1496.136,1444.798,1595.145,1265.115,1389.793,1474.134,1485.135,1752.826,1741.825,1617.147,1705.155,1906.84,1925.175,1987.514,1866.503,1752.826,1598.812,1547.474,1815.165,1628.148,1785.829,1851.835,1848.168,1903.173,1998.515,1767.494,1818.832,1976.513,2009.516,1947.177,2211.201,2104.858,2101.191,2068.188,2163.53,2101.191,2170.864,2167.197,2244.204,2229.536,2299.209,2310.21,2119.526,2053.52,1961.845,1881.171,1800.497,1899.506,1983.847,,,
Israel,ISR,CO2 emissions (kt),EN.ATM.CO2E.KT,6468.588,7069.976,7942.722,8210.413,9149.165,12944.51,13597.236,13542.231,13809.922,14818.347,16578.507,16248.477,16934.206,19310.422,19446.101,19647.786,19611.116,19893.475,21176.925,21019.244,21147.589,21213.595,24081.189,23938.176,23743.825,24869.594,26626.087,27385.156,30051.065,31756.22,36295.966,36754.341,42790.223,45074.764,48400.733,51099.645,53098.16,55881.413,57095.19,55694.396,60259.811,63596.781,59812.437,62889.05,59020.365,56952.177,62471.012,63072.4,68264.872,64469.527,68880.928,69130.284,75529.199,67069.43,64601.539,,,
Italy,ITA,CO2 emissions (kt),EN.ATM.CO2E.KT,109357.274,124549.655,146456.313,164780.312,175957.328,189767.25,214248.142,234427.643,249495.346,270008.544,296740.974,311588.657,328970.237,354320.208,359406.337,342310.783,367312.389,356175.71,373234.594,387466.221,388969.691,378020.029,369681.271,361364.515,367649.753,372134.494,366454.311,383670.876,389780.098,408907.17,417550.289,423894.199,420535.227,411917.777,407378.031,430483.798,425830.375,430487.465,440153.677,441998.178,450564.29,450347.937,452610.476,468349.24,473970.751,473384.031,469346.664,462676.391,447186.983,401591.505,405361.181,397994.178,369468.585,345317.723,320411.459,,,
Jamaica,JAM,CO2 emissions (kt),EN.ATM.CO2E.KT,1470.467,2130.527,2119.526,2398.218,4066.703,2992.272,3520.32,3868.685,3883.353,4272.055,4994.454,5753.523,6288.905,8298.421,7601.691,8188.411,7282.662,7447.677,9119.829,8536.776,8452.435,7414.674,6219.232,6450.253,5144.801,5045.792,4550.747,5383.156,4528.745,6728.945,7532.018,7755.705,7715.368,8005.061,8195.745,9178.501,9702.882,10131.921,9717.55,9977.907,10307.937,10615.965,10241.931,10667.303,10670.97,10498.621,11496.045,9651.544,10208.928,7741.037,7297.33,7858.381,7462.345,8093.069,7422.008,,,
Jordan,JOR,CO2 emissions (kt),EN.ATM.CO2E.KT,744.401,979.089,1048.762,1221.111,1243.113,1422.796,1584.144,1415.462,1507.137,1760.16,1558.475,1657.484,1917.841,2203.867,2229.536,2493.56,2951.935,3164.621,3641.331,3795.345,4726.763,5863.533,6292.572,7363.336,8353.426,8540.443,9281.177,9662.545,9314.18,9233.506,10403.279,9798.224,12266.115,12101.1,13633.906,13556.899,14187.623,14418.644,14543.322,14568.991,15507.743,16002.788,16886.535,17469.588,19240.749,21059.581,21121.92,22035.003,21349.274,21891.99,21180.592,21668.303,24444.222,24389.217,26450.071,,,
Japan,JPN,CO2 emissions (kt),EN.ATM.CO2E.KT,232781.16,283118.069,293220.654,325222.563,359318.329,386919.838,419743.155,489881.864,562565.471,653958.112,768823.22,797543.164,853373.239,915748.909,915873.587,870072.757,908902.62,935213.345,903886.164,955620.2,947571.135,929606.502,900200.829,883838.675,940130.792,915396.877,915334.538,905734.332,989081.575,1025549.89,1096179.977,1099381.268,1123847.492,1109887.223,1173315.322,1183447.243,1204690.174,1200788.486,1157829.581,1196516.431,1220527.947,1203377.388,1220047.57,1242093.574,1266009.748,1239255.316,1231495.944,1252229.162,1210135.669,1103869.676,1171624.835,1191074.603,1230168.49,1246515.976,1214048.358,,,
Kazakhstan,KAZ,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262043.82,217621.782,199983.512,169166.044,141535.199,129459.768,127321.907,116493.256,118099.402,131850.652,133735.49,142209.927,173053.064,177328.786,192631.177,222348.545,232806.829,213338.726,248549.26,259058.882,242971.753,262846.893,248314.572,,,
Kenya,KEN,CO2 emissions (kt),EN.ATM.CO2E.KT,2427.554,2401.885,2625.572,2856.593,2827.257,2467.891,2684.244,2702.579,2819.923,3131.618,3083.947,3685.335,3872.352,3920.023,4950.45,4976.119,4609.419,5056.793,5324.484,5038.458,6197.23,6527.26,4693.76,4660.757,4319.726,3769.676,4162.045,5174.137,4789.102,5192.472,5823.196,4840.44,5540.837,6347.577,6556.596,7554.02,9328.848,8265.418,10036.579,10172.258,10417.947,9369.185,7968.391,6754.614,7623.693,8562.445,9574.537,9831.227,10241.931,12350.456,12174.44,13457.89,12515.471,13333.212,14286.632,,,
Kyrgyz Republic,KGZ,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11217.353,8621.117,6226.566,4528.745,5694.851,5610.51,5955.208,4671.758,4635.088,3894.354,4957.784,5438.161,5874.534,5592.175,5507.834,6629.936,7660.363,6791.284,6384.247,7656.696,10131.921,9842.228,9607.54,,,
Cambodia,KHM,CO2 emissions (kt),EN.ATM.CO2E.KT,234.688,286.026,308.028,388.702,341.031,403.37,469.376,418.038,491.378,1345.789,1173.44,249.356,117.344,128.345,73.34,73.34,73.34,73.34,51.338,29.336,286.026,300.694,337.364,366.7,410.704,418.038,432.706,436.373,451.041,451.041,1261.448,1305.452,1349.456,1386.126,1477.801,1551.141,1617.147,1540.14,1950.844,1895.839,1976.513,2251.538,2207.534,2379.883,2445.889,2775.919,2999.606,3465.315,3898.021,4653.423,5012.789,5207.14,5456.496,5603.176,6684.941,,,
Kiribati,KIR,CO2 emissions (kt),EN.ATM.CO2E.KT,,7.334,11.001,18.335,18.335,11.001,11.001,22.002,33.003,11.001,22.002,29.336,25.669,36.67,33.003,33.003,33.003,22.002,22.002,25.669,29.336,29.336,25.669,22.002,22.002,22.002,18.335,22.002,22.002,22.002,22.002,22.002,25.669,29.336,29.336,29.336,33.003,25.669,29.336,29.336,29.336,25.669,40.337,40.337,44.004,62.339,69.673,51.338,55.005,40.337,62.339,62.339,62.339,62.339,62.339,,,
St. Kitts and Nevis,KNA,CO2 emissions (kt),EN.ATM.CO2E.KT,11.001,22.002,14.668,18.335,18.335,22.002,22.002,22.002,33.003,25.669,25.669,29.336,29.336,29.336,36.67,33.003,36.67,36.67,33.003,36.67,51.338,55.005,66.006,51.338,51.338,51.338,58.672,55.005,66.006,66.006,106.343,106.343,110.01,113.677,121.011,128.345,132.012,143.013,150.347,161.348,172.349,176.016,198.018,198.018,212.686,198.018,201.685,216.353,216.353,223.687,220.02,231.021,220.02,223.687,231.021,,,
"Korea, Rep.",KOR,CO2 emissions (kt),EN.ATM.CO2E.KT,12552.141,14462.648,17278.904,21103.585,22218.353,25005.273,30014.395,35151.862,37242.052,42522.532,53783.889,58616.995,60336.818,73094.311,75686.88,81829.105,93306.815,105712.276,113405.642,133211.109,134868.593,139742.036,141905.566,150904.384,163911.233,178333.544,182451.585,192660.513,221959.843,235846.772,246943.114,261482.769,284280.508,321951.599,344037.94,374771.067,403780.704,430032.757,364833.497,399864.348,447561.017,450193.923,465631.993,466215.046,482276.506,462922.08,470655.783,495675.724,507589.807,508862.256,566716.515,589400.577,583966.083,592499.192,587156.373,,,
Kuwait,KWT,CO2 emissions (kt),EN.ATM.CO2E.KT,7803.376,9981.574,14290.299,17025.881,25335.303,35419.553,35151.862,25441.646,22442.04,26831.439,25041.943,27139.467,27634.512,24242.537,19328.757,16827.863,18474.346,17220.232,21000.909,17667.606,24675.243,25214.292,21169.591,21609.631,28367.912,29159.984,35320.544,31470.194,32914.992,35885.262,51000.636,10190.593,21085.25,33274.358,38906.87,54821.65,50153.559,54920.659,51745.037,54022.244,53560.202,57641.573,58228.293,59922.447,63534.442,71546.837,73769.039,75235.839,82731.187,87303.936,89625.147,91029.608,102334.969,98345.273,95408.006,,,
Latin America & Caribbean (excluding high income),LAC,CO2 emissions (kt),EN.ATM.CO2E.KT,216048.639,217031.395,227170.65,236114.463,252828.649,258508.832,272586.445,295769.219,316476.768,340385.608,374510.71,389538.076,413039.879,457942.294,493343.512,507135.099,528143.342,556261.898,614339.844,656334.328,699271.231,703099.579,728016.844,693679.056,696509.98,725075.91,757514.192,790634.536,803050.998,858969.081,823050.816,837498.796,848690.48,889485.855,921678.448,924637.717,959155.188,1014479.217,1087111.486,1095835.279,1094933.197,1136722.329,1159545.737,1178889.162,1159245.043,1222489.792,1245430.544,1264190.916,1328568.768,1305811.366,1376371.78,1399598.558,1476220.523,1503304.985,1530022.747,,,
Lao PDR,LAO,CO2 emissions (kt),EN.ATM.CO2E.KT,80.674,113.677,132.012,146.68,172.349,179.683,234.688,319.029,168.682,319.029,572.052,421.705,487.711,517.047,293.36,253.023,223.687,231.021,231.021,223.687,187.017,150.347,157.681,179.683,183.35,201.685,209.019,209.019,209.019,234.688,212.686,234.688,256.69,256.69,275.025,348.365,476.71,608.722,685.729,927.751,938.752,872.746,1151.438,1100.1,1393.46,1404.461,1551.141,909.416,946.086,1257.781,1639.149,1624.481,1697.821,1576.81,1954.511,,,
Lebanon,LBN,CO2 emissions (kt),EN.ATM.CO2E.KT,2581.568,2684.244,2856.593,3028.942,3267.297,3318.635,3630.33,3571.658,3700.003,4352.729,3949.359,5339.152,5727.854,7172.652,7231.324,6431.918,6127.557,5573.84,5713.186,6156.893,6178.895,6351.244,6112.889,7319.332,7051.641,8056.399,7759.372,7968.391,7660.363,8052.732,8214.08,8478.104,10359.275,11683.062,12702.488,13578.901,13758.584,15647.089,16648.18,16490.499,15247.386,16171.47,16002.788,18180.986,16798.527,16208.14,14458.981,13461.557,17227.566,20872.564,20047.489,20443.525,22632.724,22581.386,24070.188,,,
Liberia,LBR,CO2 emissions (kt),EN.ATM.CO2E.KT,165.015,161.348,253.023,355.699,484.044,557.384,612.389,612.389,883.747,1272.449,1452.132,1525.472,1507.137,1481.468,1723.49,1485.135,1477.801,1474.134,1507.137,1947.177,2042.519,1939.843,601.388,711.398,700.397,722.399,729.733,766.403,817.741,667.394,473.043,278.692,282.359,315.362,311.695,326.363,337.364,348.365,374.034,392.369,421.705,491.378,487.711,520.714,616.056,726.066,748.068,667.394,564.718,517.047,792.072,891.081,1026.76,957.087,935.085,,,
Libya,LBY,CO2 emissions (kt),EN.ATM.CO2E.KT,693.063,1195.442,1048.762,1463.133,663.727,1015.759,2629.239,18507.349,30139.073,35551.565,32331.939,21646.301,15232.718,14587.326,9347.183,11580.386,17916.962,20106.161,21239.264,26032.033,26904.779,28811.619,30762.463,30414.098,28624.602,31418.856,34059.096,32566.627,36398.642,37322.726,36780.01,42863.563,37260.387,38947.207,44132.345,46020.85,44158.014,44975.755,45474.467,44620.056,47113.616,48100.039,47832.348,49167.136,50358.911,52108.07,53270.509,49959.208,56013.425,57978.937,61961.299,39702.609,52683.789,56266.448,56996.181,,,
St. Lucia,LCA,CO2 emissions (kt),EN.ATM.CO2E.KT,14.668,18.335,18.335,22.002,22.002,25.669,29.336,33.003,36.67,62.339,66.006,69.673,77.007,80.674,73.34,77.007,84.341,69.673,99.009,150.347,113.677,95.342,113.677,102.676,113.677,128.345,132.012,146.68,165.015,165.015,161.348,168.682,201.685,223.687,260.357,311.695,326.363,308.028,308.028,319.029,330.03,363.033,326.363,359.366,355.699,366.7,366.7,385.035,396.036,385.035,403.37,407.037,407.037,407.037,407.037,,,
Latin America & Caribbean,LCN,CO2 emissions (kt),EN.ATM.CO2E.KT,291252.5544,297789.6083,315874.4647,316108.9918,342186.1688,354400.1899,372972.5006,400427.0588,427248.7662,462308.7025,510025.6554,537867.3694,564421.0459,616084.0099,651795.4102,663905.1971,695391.3874,727231.2297,783435.8291,838732.1014,881401.1383,872563.5625,895502.5439,859240.1911,865058.6961,890060.0267,923999.4447,970270.3195,993454.1418,1051772.863,1012610.85,1031335.265,1051596.786,1089708.098,1129594.712,1140823.406,1196088.529,1262083.625,1340747.754,1365147.925,1357198.144,1389064.262,1405749.126,1440172.127,1449766.947,1526838.142,1572705.701,1600704.861,1681713.729,1645895.051,1732851.368,1768915.685,1847427.22,1874741.577,1912531.504,,,
Least developed countries: UN classification,LDC,CO2 emissions (kt),EN.ATM.CO2E.KT,24705.52041,24028.05596,26897.58656,25975.77173,28828.54606,32791.11837,33794.24855,35542.44222,47767.3108,46539.41286,48133.599,49411.33483,49715.16126,54254.33813,53969.19459,52462.55779,50628.39124,52504.94399,55356.37937,59282.88297,61964.77354,61741.28266,62242.2105,64207.38894,66476.97738,69536.49048,70122.19072,73613.27242,77347.11146,77042.70146,76692.05198,75940.50235,78089.40556,76933.75638,77983.65988,94289.8434,97482.37532,99838.50122,97396.49435,105308.746,111006.762,119938.3835,127484.7075,132862.1412,153924.378,159268.2493,172700.6461,182101.8322,192744.8251,208493.0238,228634.1606,242208.2651,247898.9474,268635.3889,293488.7058,,,
Low income,LIC,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,41617.44211,45692.75932,50026.72669,47232.04321,70510.5579,66063.0368,65324.93756,73097.05953,68024.99292,75305.04873,77002.04614,79197.41826,86168.35559,87064.16835,90218.43863,107541.691,106507.0904,115723.8681,110670.7271,122284.7503,132649.6825,130006.404,136642.9887,151575.3042,156943.8722,155694.7812,155316.2687,163302.8811,165340.5397,164361.5342,162221.7917,157077.5218,162378.7356,161285.9415,173829.8223,187029.3624,189533.3095,192732.1679,179068.0947,200330.8731,201584.735,209466.6921,217201.3582,221083.798,233225.8641,231178.8968,237055.4303,221295.2928,209746.1673,208571.7389,217546.9237,,,
Liechtenstein,LIE,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.339,62.339,51.338,55.005,47.671,47.671,51.338,44.004,,,
Sri Lanka,LKA,CO2 emissions (kt),EN.ATM.CO2E.KT,2258.872,2335.879,2563.233,2533.897,2273.54,2658.575,2662.242,2948.268,3241.628,4319.726,3597.327,3197.624,3542.322,3689.002,2933.6,2896.93,2805.255,2918.932,3450.647,3828.348,3410.31,4033.7,4499.409,4884.444,3883.353,3956.693,3703.67,4074.037,3490.984,3483.65,3868.685,4176.713,5185.138,5042.125,5526.169,5903.87,7062.642,7616.359,7825.378,8617.45,10238.264,10443.616,11056.005,11078.007,12299.118,12101.1,11976.422,12354.123,12207.443,13175.531,13263.539,15137.376,16032.124,15489.408,18393.672,,,
Lower middle income,LMC,CO2 emissions (kt),EN.ATM.CO2E.KT,350120.0647,379633.3926,408959.6146,441694.2018,456863.5949,503184.7433,529403.251,538041.6157,579966.2411,613627.3068,657747.219,700141.4546,741994.3099,792886.1999,831185.0039,861218.3037,902687.519,973717.7195,1011243.108,1090338.079,1133300.989,1190616.357,1236395.442,1285628.327,1329051.744,1426944.833,1503660.52,1563957.373,1680258.92,1717117.165,1828400.371,1959173.917,2100000.616,2063113.131,1995039.155,2075525.281,2182077.29,2200667.965,2169005.976,2274036.663,2397151.52,2450056.165,2512671.319,2643942.053,2774111.06,2867368.552,2977364.943,3150416.826,3382073.223,3524644,3587695.818,3929521.211,4176932.299,4038070.668,4197373.863,,,
Low & middle income,LMY,CO2 emissions (kt),EN.ATM.CO2E.KT,2332944.409,2019185.267,1924316.669,1992960.112,2088366.79,2266952.065,2449556.962,2406890.221,2640903.675,2931871.383,3372117.975,3682752.418,3889290.712,4169692.782,4319735.192,4657551.944,4945790.558,5285377.958,5719015.315,5963907.329,6000594.009,6049863.711,6416787.629,6659560.577,7001729.696,7454067.378,7787657.423,8208106.31,8676356.975,8939697.996,8937881.654,9298663.843,9638746.538,9701708.933,9620767.342,9975871.429,10253476.7,10237229.81,10124002.66,10312320.95,10590265.15,10829865.6,11287205.29,12350591.36,13318999.94,14210397.96,15143713.22,15902799.2,16909118.38,17322558.67,18430142.17,19903961.89,20640959.83,20754945.49,21009991.67,,,
Lesotho,LSO,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1474.134,1529.139,1587.811,1635.482,1675.819,1708.822,1738.158,1771.161,1804.164,1826.166,1851.835,1877.504,1906.84,1932.509,1983.847,2013.183,2038.852,2075.522,2126.86,2218.535,2277.207,2332.212,2405.552,2434.888,2467.891,,,
Late-demographic dividend,LTE,CO2 emissions (kt),EN.ATM.CO2E.KT,1973603.243,1625552.066,1497660.123,1540507.578,1603895.534,1712470.85,1845383.936,1727219.699,1866915.645,2163812.89,2566677.612,2828721.851,3003164.412,3163329.827,3222898.722,3568274.379,3751723.752,4012792.458,4371261.123,4488435.576,4489834.454,4335025.27,4554330.1,4729018.079,5007732.283,5345542.954,5594126.058,5904979.347,6181224.533,6283791.149,6238090.783,6385376.149,6645670.072,6687561.258,6617842.356,6871639.357,7022948.824,6959551.003,6766256.843,6778057.005,6962177.352,7115864.921,7484431.852,8337050.118,9142115.546,9903661.62,10691241.41,11267320.57,11958612.61,12211433.4,13264209.87,14391661.02,14812781.93,15053459.33,15089660.88,,,
Lithuania,LTU,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22148.68,17495.257,17359.578,16204.473,15731.43,15339.061,16197.139,13692.578,12163.439,12885.838,13142.528,12823.499,13245.204,13901.597,14158.287,15166.712,15009.031,12519.138,13468.891,13787.92,13831.924,12640.149,12838.167,,,
Luxembourg,LUX,CO2 emissions (kt),EN.ATM.CO2E.KT,11518.047,11591.387,11551.05,11448.374,12306.452,12203.776,11620.723,11360.366,12269.782,13193.866,13747.583,13201.2,13494.56,14169.288,14411.31,11844.41,11840.743,10927.66,11848.077,12123.102,11026.669,9427.857,8859.472,8291.087,8929.145,9167.5,9009.819,8668.788,8929.145,9658.878,10003.576,10615.965,10571.961,10788.314,10190.593,8316.756,8437.767,7939.055,7356.002,7686.032,8239.749,8800.8,9416.856,9904.567,11268.691,11547.383,11349.365,11019.335,10938.661,10392.278,10967.997,10938.661,10663.636,10051.247,9658.878,,,
Latvia,LVA,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14143.619,12016.759,10912.992,9442.525,9149.165,8456.102,8063.733,6780.283,6351.244,6985.635,6912.295,7370.67,7403.673,7506.349,8012.395,8316.756,7902.385,7231.324,8074.734,7293.663,7062.642,7080.977,6974.634,,,
"Macao SAR, China",MAC,CO2 emissions (kt),EN.ATM.CO2E.KT,51.338,69.673,95.342,106.343,128.345,132.012,150.347,165.015,168.682,168.682,205.352,227.354,231.021,223.687,267.691,297.027,253.023,308.028,414.371,414.371,528.048,535.382,484.044,682.062,605.055,733.4,876.413,971.755,964.421,1030.427,1034.094,1092.766,1081.765,1180.774,1272.449,1232.112,1408.128,1488.802,1558.475,1518.138,1631.815,1686.82,1518.138,1532.806,1716.156,1829.833,1620.814,1536.473,1338.455,2071.855,1408.128,1448.465,1312.786,1180.774,1283.45,,,
St. Martin (French part),MAF,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
